visitor_id,district ,month,year,domestic_visitors,foreign_visitors
visitor-2168,Mahabubnagar,July,2020,60255,0
visitor-2169,Mahabubnagar,August,2020,73928,0
visitor-2170,Mahabubnagar,September,2020,135984,0
visitor-2171,Mahabubnagar,October,2020,94083,0
visitor-2172,Mahabubnagar,November,2020,98683,0
visitor-2173,Mahabubnagar,December,2020,111514,0
visitor-2174,Mancherial,January,2020,25661,0
visitor-2175,Mancherial,February,2020,41809,0
visitor-2176,Mancherial,March,2020,9855,0
visitor-2177,Mancherial,April,2020,0,0
visitor-2178,Mancherial,May,2020,0,0
visitor-2179,Mancherial,June,2020,210,0
visitor-2180,Mancherial,July,2020,290,0
visitor-2181,Mancherial,August,2020,302,0
visitor-2182,Mancherial,September,2020,2758,0
visitor-2183,Mancherial,October,2020,4745,0
visitor-2184,Mancherial,November,2020,6717,0
visitor-2185,Mancherial,December,2020,10439,0
visitor-2186,Medak ,January,2020,286340,0
visitor-2187,Medak ,February,2020,818750,0
visitor-2188,Medak ,March,2020,288800,0
visitor-2189,Medak ,April,2020,0,0
visitor-2190,Medak ,May,2020,0,0
visitor-2191,Medak ,June,2020,5300,0
visitor-2192,Medak ,July,2020,4325,0
visitor-2193,Medak ,August,2020,15380,0
visitor-2194,Medak ,September,2020,15880,0
visitor-2195,Medak ,October,2020,17380,0
visitor-2196,Medak ,November,2020,45000,0
visitor-2197,Medak ,December,2020,55000,0
visitor-2198,Medchal ,January,2020,0,0
visitor-2199,Medchal ,February,2020,0,0
visitor-2200,Medchal ,March,2020,0,0
visitor-2201,Medchal ,April,2020,0,0
visitor-2202,Medchal ,May,2020,0,0
visitor-2203,Medchal ,June,2020,0,0
visitor-2204,Medchal ,July,2020,0,0
visitor-2205,Medchal ,August,2020,0,0
visitor-2206,Medchal ,September,2020,0,0
visitor-2207,Medchal ,October,2020,0,0
visitor-2208,Medchal ,November,2020,0,0
visitor-2209,Medchal ,December,2020,0,0
visitor-2210,Mulugu,January,2020,3653000,70
visitor-2211,Mulugu,February,2020,9157200,60
visitor-2212,Mulugu,March,2020,118500,15
visitor-2213,Mulugu,April,2020,0,0
visitor-2214,Mulugu,May,2020,0,0
visitor-2215,Mulugu,June,2020,0,0
visitor-2216,Mulugu,July,2020,4550,0
visitor-2217,Mulugu,August,2020,8300,0
visitor-2218,Mulugu,September,2020,11300,0
visitor-2219,Mulugu,October,2020,17600,0
visitor-2220,Mulugu,November,2020,57200,0
visitor-2221,Mulugu,December,2020,60900,0
visitor-2222,Nagarkurnool ,January,2020,228812,35
visitor-2223,Nagarkurnool ,February,2020,286258,15
visitor-2224,Nagarkurnool ,March,2020,32333,0
visitor-2225,Nagarkurnool ,April,2020,0,0
visitor-2226,Nagarkurnool ,May,2020,0,0
visitor-2227,Nagarkurnool ,June,2020,34508,0
visitor-2228,Nagarkurnool ,July,2020,66655,0
visitor-2229,Nagarkurnool ,August,2020,80155,0
visitor-2230,Nagarkurnool ,September,2020,175712,0
visitor-2231,Nagarkurnool ,October,2020,95788,0
visitor-2232,Nagarkurnool ,November,2020,77869,0
visitor-2233,Nagarkurnool ,December,2020,85280,0
visitor-2234,Nalgonda,January,2020,10127,0
visitor-2235,Nalgonda,February,2020,9154,0
visitor-2236,Nalgonda,March,2020,772,0
visitor-2237,Nalgonda,April,2020,0,0
visitor-2238,Nalgonda,May,2020,0,0
visitor-2239,Nalgonda,June,2020,218,0
visitor-2240,Nalgonda,July,2020,224,0
visitor-2241,Nalgonda,August,2020,558,0
visitor-2242,Nalgonda,September,2020,2480,0
visitor-2243,Nalgonda,October,2020,8541,0
visitor-2244,Nalgonda,November,2020,6242,0
visitor-2245,Nalgonda,December,2020,8514,0
visitor-2246,Narayanpet,January,2020,47272,0
visitor-2247,Narayanpet,February,2020,244657,0
visitor-2248,Narayanpet,March,2020,21907,0
visitor-2249,Narayanpet,April,2020,0,0
visitor-2250,Narayanpet,May,2020,0,0
visitor-2251,Narayanpet,June,2020,20907,0
visitor-2252,Narayanpet,July,2020,39820,0
visitor-2253,Narayanpet,August,2020,34777,0
visitor-2254,Narayanpet,September,2020,62841,0
visitor-2255,Narayanpet,October,2020,52309,0
visitor-2256,Narayanpet,November,2020,49597,0
visitor-2257,Narayanpet,December,2020,56031,0
visitor-2258,Nirmal,January,2020,368292,0
visitor-2259,Nirmal,February,2020,299646,0
visitor-2260,Nirmal,March,2020,253116,0
visitor-2261,Nirmal,April,2020,0,0
visitor-2262,Nirmal,May,2020,0,0
visitor-2263,Nirmal,June,2020,5040,0
visitor-2264,Nirmal,July,2020,9212,0
visitor-2265,Nirmal,August,2020,10336,0
visitor-2266,Nirmal,September,2020,13377,0
visitor-2267,Nirmal,October,2020,28586,0
visitor-2268,Nirmal,November,2020,73126,0
visitor-2269,Nirmal,December,2020,110808,0
visitor-2270,Nizamabad,January,2020,7540,0
visitor-2271,Nizamabad,February,2020,6400,0
visitor-2272,Nizamabad,March,2020,6750,0
visitor-2273,Nizamabad,April,2020,0,0
visitor-2274,Nizamabad,May,2020,0,0
visitor-2275,Nizamabad,June,2020,0,0
visitor-2276,Nizamabad,July,2020,1620,0
visitor-2277,Nizamabad,August,2020,2020,0
visitor-2278,Nizamabad,September,2020,10050,0
visitor-2279,Nizamabad,October,2020,6310,0
visitor-2280,Nizamabad,November,2020,10900,0
visitor-2281,Nizamabad,December,2020,40400,0
visitor-2282,Peddapalli,January,2020,2945,0
visitor-2283,Peddapalli,February,2020,2315,0
visitor-2284,Peddapalli,March,2020,1450,0
visitor-2285,Peddapalli,April,2020,0,0
visitor-2286,Peddapalli,May,2020,0,0
visitor-2287,Peddapalli,June,2020,445,0
visitor-2288,Peddapalli,July,2020,250,0
visitor-2289,Peddapalli,August,2020,1250,0
visitor-2290,Peddapalli,September,2020,800,0
visitor-2291,Peddapalli,October,2020,600,0
visitor-2292,Peddapalli,November,2020,650,0
visitor-2293,Peddapalli,December,2020,1105,0
visitor-2294,Rajanna Sircilla ,January,2020,2298291,0
visitor-2295,Rajanna Sircilla ,February,2020,963871,0
visitor-2296,Rajanna Sircilla ,March,2020,885559,0
visitor-2297,Rajanna Sircilla ,April,2020,0,0
visitor-2298,Rajanna Sircilla ,May,2020,0,0
visitor-2299,Rajanna Sircilla ,June,2020,76026,0
visitor-2300,Rajanna Sircilla ,July,2020,60636,0
visitor-2301,Rajanna Sircilla ,August,2020,110783,0
visitor-2302,Rajanna Sircilla ,September,2020,121976,0
visitor-2303,Rajanna Sircilla ,October,2020,181929,0
visitor-2304,Rajanna Sircilla ,November,2020,391170,0
visitor-2305,Rajanna Sircilla ,December,2020,535298,0
visitor-2306,Ranga Reddy,January,2020,0,0
visitor-2307,Ranga Reddy,February,2020,0,0
visitor-2308,Ranga Reddy,March,2020,0,0
visitor-2309,Ranga Reddy,April,2020,0,0
visitor-2310,Ranga Reddy,May,2020,0,0
visitor-2311,Ranga Reddy,June,2020,0,0
visitor-2312,Ranga Reddy,July,2020,0,0
visitor-2313,Ranga Reddy,August,2020,0,0
visitor-2314,Ranga Reddy,September,2020,0,0
visitor-2315,Ranga Reddy,October,2020,0,0
visitor-2316,Ranga Reddy,November,2020,0,0
visitor-2317,Ranga Reddy,December,2020,0,0
visitor-2318,Sangareddy ,January,2020,213000,0
visitor-2319,Sangareddy ,February,2020,755000,0
visitor-2320,Sangareddy ,March,2020,235000,0
visitor-2321,Sangareddy ,April,2020,0,0
visitor-2322,Sangareddy ,May,2020,0,0
visitor-2323,Sangareddy ,June,2020,9500,0
visitor-2324,Sangareddy ,July,2020,27400,0
visitor-2325,Sangareddy ,August,2020,45400,0
visitor-2326,Sangareddy ,September,2020,47900,0
visitor-2327,Sangareddy ,October,2020,55400,0
visitor-2328,Sangareddy ,November,2020,149000,0
visitor-2329,Sangareddy ,December,2020,167000,0
visitor-2330,Siddipet,January,2020,473350,0
visitor-2331,Siddipet,February,2020,204885,0
visitor-2332,Siddipet,March,2020,123000,0
visitor-2333,Siddipet,April,2020,0,0
visitor-2334,Siddipet,May,2020,0,0
visitor-2335,Siddipet,June,2020,19846,0
visitor-2336,Siddipet,July,2020,23864,0
visitor-2337,Siddipet,August,2020,27307,0
visitor-2338,Siddipet,September,2020,30980,0
visitor-2339,Siddipet,October,2020,73367,0
visitor-2340,Siddipet,November,2020,72049,0
visitor-2341,Siddipet,December,2020,173000,0
visitor-2342,Suryapet,January,2020,0,0
visitor-2343,Suryapet,February,2020,0,0
visitor-2344,Suryapet,March,2020,0,0
visitor-2345,Suryapet,April,2020,0,0
visitor-2346,Suryapet,May,2020,0,0
visitor-2347,Suryapet,June,2020,0,0
visitor-2348,Suryapet,July,2020,0,0
visitor-2349,Suryapet,August,2020,0,0
visitor-2350,Suryapet,September,2020,0,0
visitor-2351,Suryapet,October,2020,0,0
visitor-2352,Suryapet,November,2020,0,0
visitor-2353,Suryapet,December,2020,0,0
visitor-2354,Vikarabad,January,2020,0,0
visitor-2355,Vikarabad,February,2020,0,0
visitor-2356,Vikarabad,March,2020,0,0
visitor-2357,Vikarabad,April,2020,0,0
visitor-2358,Vikarabad,May,2020,0,0
visitor-2359,Vikarabad,June,2020,0,0
visitor-2360,Vikarabad,July,2020,0,0
visitor-2361,Vikarabad,August,2020,0,0
visitor-2362,Vikarabad,September,2020,0,0
visitor-2363,Vikarabad,October,2020,0,0
visitor-2364,Vikarabad,November,2020,0,0
visitor-2365,Vikarabad,December,2020,0,0
visitor-2366,Wanaparthy ,January,2020,28131,0
visitor-2367,Wanaparthy ,February,2020,22342,0
visitor-2368,Wanaparthy ,March,2020,7050,0
visitor-2369,Wanaparthy ,April,2020,0,0
visitor-2370,Wanaparthy ,May,2020,0,0
visitor-2371,Wanaparthy ,June,2020,4050,0
visitor-2372,Wanaparthy ,July,2020,17092,0
visitor-2373,Wanaparthy ,August,2020,30860,0
visitor-2374,Wanaparthy ,September,2020,21375,0
visitor-2375,Wanaparthy ,October,2020,29683,0
visitor-2376,Wanaparthy ,November,2020,29036,0
visitor-2377,Wanaparthy ,December,2020,27057,0
visitor-2378,Warangal (Rural),January,2020,31550,0
visitor-2379,Warangal (Rural),February,2020,31050,0
visitor-2380,Warangal (Rural),March,2020,26050,0
visitor-2381,Warangal (Rural),April,2020,0,0
visitor-2382,Warangal (Rural),May,2020,0,0
visitor-2383,Warangal (Rural),June,2020,0,0
visitor-2384,Warangal (Rural),July,2020,560,0
visitor-2385,Warangal (Rural),August,2020,870,0
visitor-2386,Warangal (Rural),September,2020,1550,0
visitor-2387,Warangal (Rural),October,2020,2060,0
visitor-2388,Warangal (Rural),November,2020,7550,0
visitor-2389,Warangal (Rural),December,2020,7530,0
visitor-2390,Warangal (Urban),January,2020,157630,225
visitor-2391,Warangal (Urban),February,2020,157950,225
visitor-2392,Warangal (Urban),March,2020,102520,80
visitor-2393,Warangal (Urban),April,2020,0,0
visitor-2394,Warangal (Urban),May,2020,0,0
visitor-2395,Warangal (Urban),June,2020,0,0
visitor-2396,Warangal (Urban),July,2020,7300,0
visitor-2397,Warangal (Urban),August,2020,9150,0
visitor-2398,Warangal (Urban),September,2020,12050,0
visitor-2399,Warangal (Urban),October,2020,18350,0
visitor-2400,Warangal (Urban),November,2020,91120,0
visitor-2401,Warangal (Urban),December,2020,92455,0
visitor-2402,Yadadri Bhongir,January,2020,493002,0
visitor-2403,Yadadri Bhongir,February,2020,527311,0
visitor-2404,Yadadri Bhongir,March,2020,125380,0
visitor-2405,Yadadri Bhongir,April,2020,0,0
visitor-2406,Yadadri Bhongir,May,2020,0,0
visitor-2407,Yadadri Bhongir,June,2020,76480,0
visitor-2408,Yadadri Bhongir,July,2020,25375,0
visitor-2409,Yadadri Bhongir,August,2020,110587,0
visitor-2410,Yadadri Bhongir,September,2020,110595,0
visitor-2411,Yadadri Bhongir,October,2020,481320,0
visitor-2412,Yadadri Bhongir,November,2020,381150,0
visitor-2413,Yadadri Bhongir,December,2020,321254,0
visitor-2414,Adilabad,January,2021,18203,0
visitor-2415,Adilabad,February,2021,271255,0
visitor-2416,Adilabad,March,2021,15907,0
visitor-2417,Adilabad,April,2021,6955,0
visitor-2418,Adilabad,May,2021,1191,0
visitor-2419,Adilabad,June,2021,3407,0
visitor-2420,Adilabad,July,2021,26885,0
visitor-2421,Adilabad,August,2021,25338,0
visitor-2422,Adilabad,September,2021,17672,0
visitor-2423,Adilabad,October,2021,16095,0
visitor-2424,Adilabad,November,2021,73753,0
visitor-2425,Adilabad,December,2021,18484,0
visitor-2426,Bhadradri Kothagudem,January,2021,199340,0
visitor-2427,Bhadradri Kothagudem,February,2021,163761,0
visitor-2428,Bhadradri Kothagudem,March,2021,83871,0
visitor-2429,Bhadradri Kothagudem,April,2021,38456,0
visitor-2430,Bhadradri Kothagudem,May,2021,9329,0
visitor-2431,Bhadradri Kothagudem,June,2021,20090,0
visitor-2432,Bhadradri Kothagudem,July,2021,63082,0
visitor-2433,Bhadradri Kothagudem,August,2021,70386,0
visitor-2434,Bhadradri Kothagudem,September,2021,88451,0
visitor-2435,Bhadradri Kothagudem,October,2021,104063,0
visitor-2436,Bhadradri Kothagudem,November,2021,84828,0
visitor-2437,Bhadradri Kothagudem,December,2021,105685,0
visitor-2438,Hanumakonda,January,2021,90800,0
visitor-2439,Hanumakonda,February,2021,89900,0
visitor-2440,Hanumakonda,March,2021,91970,80
visitor-2441,Hanumakonda,April,2021,89430,5
visitor-2442,Hanumakonda,May,2021,14510,0
visitor-2443,Hanumakonda,June,2021,10050,0
visitor-2444,Hanumakonda,July,2021,40670,0
visitor-2445,Hanumakonda,August,2021,39220,3
visitor-2446,Hanumakonda,September,2021,42340,5
visitor-2447,Hanumakonda,October,2021,38650,5
visitor-2448,Hanumakonda,November,2021,37910,8
visitor-2449,Hanumakonda,December,2021,38125,6
visitor-2450,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",January,2021,828057,758
visitor-2451,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",February,2021,657955,814
visitor-2452,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",March,2021,589239,294
visitor-2453,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",April,2021,216683,90
visitor-2454,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",May,2021,50064,158
visitor-2455,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",June,2021,205368,79
visitor-2456,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",July,2021,384455,131
visitor-2457,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",August,2021,603815,169
visitor-2458,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",September,2021,533745,343
visitor-2459,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",October,2021,743442,931
visitor-2460,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",November,2021,938466,758
visitor-2461,"""Hyderabad, Ranga Reddy, Medchal, Vikarabad""",December,2021,1042809,1220
visitor-2462,Jagtial,January,2021,154626,0
visitor-2463,Jagtial,February,2021,155602,0
visitor-2464,Jagtial,March,2021,303738,0
visitor-2465,Jagtial,April,2021,74401,0
visitor-2466,Jagtial,May,2021,2555,0
visitor-2467,Jagtial,June,2021,43196,0
visitor-2468,Jagtial,July,2021,187220,0
visitor-2469,Jagtial,August,2021,191483,0
visitor-2470,Jagtial,September,2021,169440,0
visitor-2471,Jagtial,October,2021,172570,0
visitor-2472,Jagtial,November,2021,260498,0
visitor-2473,Jagtial,December,2021,255232,0
visitor-2474,Jangaon,January,2021,11545,0
visitor-2475,Jangaon,February,2021,11440,0
visitor-2476,Jangaon,March,2021,11950,0
visitor-2477,Jangaon,April,2021,10340,0
visitor-2478,Jangaon,May,2021,3275,0
visitor-2479,Jangaon,June,2021,2470,0
visitor-2480,Jangaon,July,2021,6580,0
visitor-2481,Jangaon,August,2021,7085,0
visitor-2482,Jangaon,September,2021,7180,0
visitor-2483,Jangaon,October,2021,10360,0
visitor-2484,Jangaon,November,2021,6140,0
visitor-2485,Jangaon,December,2021,6140,0
visitor-2486,Jayashankar Bhupalpally,January,2021,15700,0
visitor-2487,Jayashankar Bhupalpally,February,2021,15800,0
visitor-2488,Jayashankar Bhupalpally,March,2021,16400,0
visitor-2489,Jayashankar Bhupalpally,April,2021,14900,0
visitor-2490,Jayashankar Bhupalpally,May,2021,5600,0
visitor-2491,Jayashankar Bhupalpally,June,2021,4400,0
visitor-2492,Jayashankar Bhupalpally,July,2021,9000,0
visitor-2493,Jayashankar Bhupalpally,August,2021,10500,0
visitor-2494,Jayashankar Bhupalpally,September,2021,10700,0
visitor-2495,Jayashankar Bhupalpally,October,2021,11000,0
visitor-2496,Jayashankar Bhupalpally,November,2021,10500,0
visitor-2497,Jayashankar Bhupalpally,December,2021,10900,0
visitor-2498,Jogulamba Gadwal ,January,2021,169350,0
visitor-2499,Jogulamba Gadwal ,February,2021,400254,0
visitor-2500,Jogulamba Gadwal ,March,2021,520014,0
visitor-2501,Jogulamba Gadwal ,April,2021,248566,0
visitor-2502,Jogulamba Gadwal ,May,2021,990,0
visitor-2503,Jogulamba Gadwal ,June,2021,39894,0
visitor-2504,Jogulamba Gadwal ,July,2021,278769,0
visitor-2505,Jogulamba Gadwal ,August,2021,174508,0
visitor-2506,Jogulamba Gadwal ,September,2021,154900,0
visitor-2507,Jogulamba Gadwal ,October,2021,185052,0
visitor-2508,Jogulamba Gadwal ,November,2021,220734,0
visitor-2509,Jogulamba Gadwal ,December,2021,229051,0
visitor-2510,Kamareddy,January,2021,43,0
visitor-2511,Kamareddy,February,2021,40,0
visitor-2512,Kamareddy,March,2021,49,0
visitor-2513,Kamareddy,April,2021,26,0
visitor-2514,Kamareddy,May,2021,0,0
visitor-2515,Kamareddy,June,2021,24,0
visitor-2516,Kamareddy,July,2021,41,0
visitor-2517,Kamareddy,August,2021,48,0
visitor-2518,Kamareddy,September,2021,33,0
visitor-2519,Kamareddy,October,2021,40,0
visitor-2520,Kamareddy,November,2021,42,0
visitor-2521,Kamareddy,December,2021,45,0
visitor-2522,Karimnagar,January,2021,5965,0
visitor-2523,Karimnagar,February,2021,5670,0
visitor-2524,Karimnagar,March,2021,6800,0
visitor-2525,Karimnagar,April,2021,1924,0
visitor-2526,Karimnagar,May,2021,601,0
visitor-2527,Karimnagar,June,2021,450,0
visitor-2528,Karimnagar,July,2021,4750,0
visitor-2529,Karimnagar,August,2021,6320,0
visitor-2530,Karimnagar,September,2021,5475,0
visitor-2531,Karimnagar,October,2021,4410,0
visitor-2532,Karimnagar,November,2021,3525,0
visitor-2533,Karimnagar,December,2021,3750,0
visitor-2534,Khammam,January,2021,81711,0
visitor-2535,Khammam,February,2021,59065,0
visitor-2536,Khammam,March,2021,47862,0
visitor-2537,Khammam,April,2021,30882,0
visitor-2538,Khammam,May,2021,11240,0
visitor-2539,Khammam,June,2021,12443,0
visitor-2540,Khammam,July,2021,19400,0
visitor-2541,Khammam,August,2021,18781,0
visitor-2542,Khammam,September,2021,29256,0
visitor-2543,Khammam,October,2021,36965,0
visitor-2544,Khammam,November,2021,45533,0
visitor-2545,Khammam,December,2021,53316,0
visitor-2546,Kumaram Bheem Asifabad,January,2021,410,0
visitor-2547,Kumaram Bheem Asifabad,February,2021,466,0
visitor-2548,Kumaram Bheem Asifabad,March,2021,491,0
visitor-2549,Kumaram Bheem Asifabad,April,2021,349,0
visitor-2550,Kumaram Bheem Asifabad,May,2021,88,0
visitor-2551,Kumaram Bheem Asifabad,June,2021,128,0
visitor-2552,Kumaram Bheem Asifabad,July,2021,154,0
visitor-2553,Kumaram Bheem Asifabad,August,2021,175,0
visitor-2554,Kumaram Bheem Asifabad,September,2021,176,0
visitor-2555,Kumaram Bheem Asifabad,October,2021,21030,0
visitor-2556,Kumaram Bheem Asifabad,November,2021,371,0
visitor-2557,Kumaram Bheem Asifabad,December,2021,587,0
visitor-2558,Mahabubabad,January,2021,3060,0
visitor-2559,Mahabubabad,February,2021,3155,0
visitor-2560,Mahabubabad,March,2021,3320,0
visitor-2561,Mahabubabad,April,2021,3240,0
visitor-2562,Mahabubabad,May,2021,940,0
visitor-2563,Mahabubabad,June,2021,880,0
visitor-2564,Mahabubabad,July,2021,1970,0
visitor-2565,Mahabubabad,August,2021,3480,0
visitor-2566,Mahabubabad,September,2021,3420,0
visitor-2567,Mahabubabad,October,2021,3505,0
visitor-2568,Mahabubabad,November,2021,3470,0
visitor-2569,Mahabubabad,December,2021,3480,0
visitor-2570,Mahabubnagar,January,2021,112443,0
visitor-2571,Mahabubnagar,February,2021,653029,0
visitor-2572,Mahabubnagar,March,2021,375235,0
visitor-2573,Mahabubnagar,April,2021,270751,0
visitor-2574,Mahabubnagar,May,2021,5264,0
visitor-2575,Mahabubnagar,June,2021,32923,0
visitor-2576,Mahabubnagar,July,2021,300593,0
visitor-2577,Mahabubnagar,August,2021,299804,0
visitor-2578,Mahabubnagar,September,2021,250520,0
visitor-2579,Mahabubnagar,October,2021,208937,0
visitor-2580,Mahabubnagar,November,2021,675277,0
visitor-2581,Mahabubnagar,December,2021,205813,0
visitor-2582,Mancherial,January,2021,14998,0
visitor-2583,Mancherial,February,2021,12438,0
visitor-2584,Mancherial,March,2021,7304,0
visitor-2585,Mancherial,April,2021,6000,0
visitor-2586,Mancherial,May,2021,1466,0
visitor-2587,Mancherial,June,2021,1503,0
visitor-2588,Mancherial,July,2021,4134,0
visitor-2589,Mancherial,August,2021,7294,0
visitor-2590,Mancherial,September,2021,5668,0
visitor-2591,Mancherial,October,2021,5130,0
visitor-2592,Mancherial,November,2021,5988,0
visitor-2593,Mancherial,December,2021,9372,0
visitor-2594,Medak,January,2021,48000,0
visitor-2595,Medak,February,2021,44000,0
visitor-2596,Medak,March,2021,49000,0
visitor-2597,Medak,April,2021,39000,0
visitor-2598,Medak,May,2021,4000,0
visitor-2599,Medak,June,2021,15000,0
visitor-2600,Medak,July,2021,16000,0
visitor-2601,Medak,August,2021,33500,0
visitor-2602,Medak,September,2021,15500,0
visitor-2603,Medak,October,2021,17500,0
visitor-2604,Medak,November,2021,20000,0
visitor-2605,Medak,December,2021,16350,0
visitor-2606,Mulugu,January,2021,61800,0
visitor-2607,Mulugu,February,2021,62400,0
visitor-2608,Mulugu,March,2021,65550,15
visitor-2609,Mulugu,April,2021,65650,0
visitor-2610,Mulugu,May,2021,19850,0
visitor-2611,Mulugu,June,2021,19850,0
visitor-2612,Mulugu,July,2021,36800,0
visitor-2613,Mulugu,August,2021,44050,8
visitor-2614,Mulugu,September,2021,47055,8
visitor-2615,Mulugu,October,2021,41000,10
visitor-2616,Mulugu,November,2021,51060,9
visitor-2617,Mulugu,December,2021,45550,10
visitor-2618,Nagarkurnool,January,2021,88188,0
visitor-2619,Nagarkurnool,February,2021,84801,0
visitor-2620,Nagarkurnool,March,2021,82629,0
visitor-2621,Nagarkurnool,April,2021,85938,0
visitor-2622,Nagarkurnool,May,2021,900,0
visitor-2623,Nagarkurnool,June,2021,31800,0
visitor-2624,Nagarkurnool,July,2021,114690,0
visitor-2625,Nagarkurnool,August,2021,123210,0
visitor-2626,Nagarkurnool,September,2021,104510,0
visitor-2627,Nagarkurnool,October,2021,91559,0
visitor-2628,Nagarkurnool,November,2021,117740,0
visitor-2629,Nagarkurnool,December,2021,111530,0
visitor-2630,"""Nalgonda, Suryapet""",January,2021,9097,0
visitor-2631,"""Nalgonda, Suryapet""",February,2021,6126,0
visitor-2632,"""Nalgonda, Suryapet""",March,2021,5729,0
visitor-2633,"""Nalgonda, Suryapet""",April,2021,1033,0
visitor-2634,"""Nalgonda, Suryapet""",May,2021,148,0
visitor-2635,"""Nalgonda, Suryapet""",June,2021,1044,0
visitor-2636,"""Nalgonda, Suryapet""",July,2021,6744,0
visitor-2637,"""Nalgonda, Suryapet""",August,2021,7852,0
visitor-2638,"""Nalgonda, Suryapet""",September,2021,21650,0
visitor-2639,"""Nalgonda, Suryapet""",October,2021,14431,0
visitor-2640,"""Nalgonda, Suryapet""",November,2021,7684,0
visitor-2641,"""Nalgonda, Suryapet""",December,2021,12528,0
visitor-2642,Narayanpet,January,2021,45720,0
visitor-2643,Narayanpet,February,2021,34377,0
visitor-2644,Narayanpet,March,2021,34327,0
visitor-2645,Narayanpet,April,2021,24289,0
visitor-2646,Narayanpet,May,2021,328,0
visitor-2647,Narayanpet,June,2021,6010,0
visitor-2648,Narayanpet,July,2021,26950,0
visitor-2649,Narayanpet,August,2021,24200,0
visitor-2650,Narayanpet,September,2021,19500,0
visitor-2651,Narayanpet,October,2021,23700,0
visitor-2652,Narayanpet,November,2021,27400,0
visitor-2653,Narayanpet,December,2021,24250,0
visitor-2654,Nirmal,January,2021,154786,0
visitor-2655,Nirmal,February,2021,225686,0
visitor-2656,Nirmal,March,2021,205287,0
visitor-2657,Nirmal,April,2021,125395,0
visitor-2658,Nirmal,May,2021,25969,0
visitor-2659,Nirmal,June,2021,7048,0
visitor-2660,Nirmal,July,2021,125523,0
visitor-2661,Nirmal,August,2021,173301,0
visitor-2662,Nirmal,September,2021,225421,0
visitor-2663,Nirmal,October,2021,265203,0
visitor-2664,Nirmal,November,2021,228200,0
visitor-2665,Nirmal,December,2021,195660,0
visitor-2666,Nizamabad,January,2021,9450,0
visitor-2667,Nizamabad,February,2021,50500,0
visitor-2668,Nizamabad,March,2021,61080,0
visitor-2669,Nizamabad,April,2021,30430,0
visitor-2670,Nizamabad,May,2021,0,0
visitor-2671,Nizamabad,June,2021,2020,0
visitor-2672,Nizamabad,July,2021,14050,0
visitor-2673,Nizamabad,August,2021,19580,0
visitor-2674,Nizamabad,September,2021,12580,0
visitor-2675,Nizamabad,October,2021,13600,0
visitor-2676,Nizamabad,November,2021,19090,0
visitor-2677,Nizamabad,December,2021,10120,0
visitor-2678,Peddapalli,January,2021,1150,0
visitor-2679,Peddapalli,February,2021,1245,0
visitor-2680,Peddapalli,March,2021,2610,0
visitor-2681,Peddapalli,April,2021,3405,0
visitor-2682,Peddapalli,May,2021,355,0
visitor-2683,Peddapalli,June,2021,420,0
visitor-2684,Peddapalli,July,2021,550,0
visitor-2685,Peddapalli,August,2021,779,0
visitor-2686,Peddapalli,September,2021,660,0
visitor-2687,Peddapalli,October,2021,650,0
visitor-2688,Peddapalli,November,2021,1630,0
visitor-2689,Peddapalli,December,2021,1840,0
visitor-2690,Rajanna Sircilla ,January,2021,656423,0
visitor-2691,Rajanna Sircilla ,February,2021,571526,0
visitor-2692,Rajanna Sircilla ,March,2021,868764,0
visitor-2693,Rajanna Sircilla ,April,2021,198252,0
visitor-2694,Rajanna Sircilla ,May,2021,23978,0
visitor-2695,Rajanna Sircilla ,June,2021,125913,0
visitor-2696,Rajanna Sircilla ,July,2021,290935,0
visitor-2697,Rajanna Sircilla ,August,2021,518772,0
visitor-2698,Rajanna Sircilla ,September,2021,388599,0
visitor-2699,Rajanna Sircilla ,October,2021,355757,0
visitor-2700,Rajanna Sircilla ,November,2021,567535,0
visitor-2701,Rajanna Sircilla ,December,2021,606628,0
visitor-2702,Sangareddy,January,2021,112500,0
visitor-2703,Sangareddy,February,2021,103200,0
visitor-2704,Sangareddy,March,2021,274500,0
visitor-2705,Sangareddy,April,2021,117300,0
visitor-2706,Sangareddy,May,2021,15000,0
visitor-2707,Sangareddy,June,2021,26500,0
visitor-2708,Sangareddy,July,2021,33000,0
visitor-2709,Sangareddy,August,2021,64900,0
visitor-2710,Sangareddy,September,2021,47700,0
visitor-2711,Sangareddy,October,2021,50000,0
visitor-2712,Sangareddy,November,2021,56150,0
visitor-2713,Sangareddy,December,2021,38750,0
visitor-2714,Siddipet,January,2021,173749,0
visitor-2715,Siddipet,February,2021,107247,0
visitor-2716,Siddipet,March,2021,70337,0
visitor-2717,Siddipet,April,2021,61534,0
